RXCUI|INGREDIENT|ING_RXCUI
1488665|Treprostinil|343048
1488667|Treprostinil|343048
1488670|Treprostinil|343048
1488671|Treprostinil|343048
1488674|Treprostinil|343048
1488675|Treprostinil|343048
1488678|Treprostinil|343048
1488679|Treprostinil|343048
1488702|Diphenhydramine|3498
1489070|Benzocaine|1399
1489073|Menthol|6750
1489074|Menthol|6750
1489229|Mineral Oil|6972
1489299|Zinc Oxide|11423
1489299|Calamine|106212
1489310|Chlorpheniramine|2400
1489310|Dextromethorphan|3289
1489310|Phenylephrine|8163
1489926|Calamine|106212
1489932|Methenamine|6832
1489932|Salicylic Acid|9525
1489934|Methenamine|6832
1489934|Salicylic Acid|9525
1490000|Dextromethorphan|3289
1490000|Guaifenesin|5032
1490000|Phenylephrine|8163
1490015|Guaifenesin|5032
1490015|Phenylephrine|8163
1490021|Guaifenesin|5032
1490021|Phenylephrine|8163
1490026|Droxidopa|1489913
1490032|Droxidopa|1489913
1490034|Droxidopa|1489913
1490036|Droxidopa|1489913
1490038|Droxidopa|1489913
1490040|Droxidopa|1489913
1490047|ELOSULFASE ALFA|1489914
1490052|ELOSULFASE ALFA|1489914
1490057|Epinephrine|3992
1490063|Levonorgestrel|6373
1490065|Raloxifene|72143
1490067|Raloxifene|72143
1490414|Chlorpheniramine|2400
1490414|Phenylephrine|8163
1490473|tasimelteon|1490468
1490477|Urea|11002
1490479|Urea|11002
1490661|Testosterone|10379
1490666|Beclomethasone|1347
1490667|Testosterone|10379
1490668|Beclomethasone|1347
1490671|Triprolidine|10849
1490724|Coconut Oil|1309239
1490727|Indomethacin|5781
1490773|Beclomethasone|1347
1490774|Beclomethasone|1347
1491506|Aluminum Hydroxide|612
1491506|Magnesium Hydroxide|6581
1491506|Simethicone|9796
1491511|hyaluronate|62372
1491516|Urea|11002
1491521|Urea|11002
1491527|Indomethacin|5781
1491529|Indomethacin|5781
1491531|Indomethacin|5781
1491533|Dextromethorphan|3289
1491533|Guaifenesin|5032
1491539|Dextromethorphan|3289
1491539|Guaifenesin|5032
1491624|tasimelteon|1490468
1491629|metreleptin|1491625
1491634|metreleptin|1491625
1491637|Phenylephrine|8163
1491637|dexbrompheniramine|22696
1491642|eslicarbazepine|1482502
1491643|eslicarbazepine|1482502
1491649|Triprolidine|10849
1491657|Phenylephrine|8163
1491657|dexbrompheniramine|22696
1491832|Acetaminophen|161
1491832|Oxycodone|7804
1491834|Acetaminophen|161
1491834|Oxycodone|7804
1491882|Lidocaine|6387
1491886|Chondroitin Sulfates|2473
1491886|Glucosamine|4845
1492043|posaconazole|282446
1492047|posaconazole|282446
1492052|Dextromethorphan|3289
1492052|Phenylephrine|8163
1492052|Triprolidine|10849
1492066|Petrolatum|8091
1492071|Petrolatum|8091
1492380|Acetaminophen|161
1492380|Dextromethorphan|3289
1492380|Doxylamine|3642
1492380|Phenylephrine|8163
1492387|Calcium Carbonate|1897
1492387|Simethicone|9796
1492671|Acetaminophen|161
1492671|Hydrocodone|5489
1492673|Acetaminophen|161
1492673|Hydrocodone|5489
1492675|Acetaminophen|161
1492675|Hydrocodone|5489
1492732|apremilast|1492727
1492738|apremilast|1492727
1492740|apremilast|1492727
1492742|apremilast|1492727
1492744|apremilast|1492727
1492746|apremilast|1492727
1492747|apremilast|1492727
1492748|apremilast|1492727
1493276|Acyclovir|281
1494032|Hydrocortisone|5492
1494035|Hydrocortisone|5492
1494071|miltefosine|1494066
1494097|Urea|11002
1494169|Sulfacetamide|10169
1494169|Sulfur|10223
1494170|Sulfacetamide|10169
1494170|Sulfur|10223
1494173|Sulfacetamide|10169
1494173|Sulfur|10223
1494174|Sulfacetamide|10169
1494174|Sulfur|10223
1494184|Lactase|41397
1494184|ALPHA-D-GALACTOSIDASE ENZYME|259351
1494191|Lactase|41397
1494191|ALPHA-D-GALACTOSIDASE ENZYME|259351
1494203|Zinc Oxide|11423
1494206|Zinc Oxide|11423
1494214|Petrolatum|8091
1494214|Zinc Oxide|11423
1494222|Camphor|1952
1494222|Menthol|6750
1494599|Diphenhydramine|3498
1494601|Lidocaine|6387
1494667|Lactobacillus rhamnosus GG|602811
1494740|Benzoyl Peroxide|1418
1494766|topiramate|38404
1494769|topiramate|38404
1494771|topiramate|38404
1494775|topiramate|38404
1494778|topiramate|38404
1494781|topiramate|38404
1494798|Urea|11002
1494822|Lactobacillus reuteri|285156
1494824|Sulfacetamide|10169
1494824|Sulfur|10223
1494825|Sulfacetamide|10169
1494825|Sulfur|10223
1494826|Sulfacetamide|10169
1494826|Sulfur|10223
1494827|Sulfacetamide|10169
1494827|Sulfur|10223
1494979|Glycine|4919
1494979|Isoleucine|6033
1494979|ubidecarenone|21406
1495050|Sodium Chloride|9863
1495058|Propranolol|8787
1495064|Propranolol|8787
1495070|miltefosine|1494066
1495092|Norethindrone|7514
1495293|Naloxone|7242
1495298|Naloxone|7242
1495309|Timothy grass pollen extract|851994
1495316|Timothy grass pollen extract|851994
1495463|short ragweed pollen extract|896135
1495470|short ragweed pollen extract|896135
1495472|Acetaminophen|161
1495472|Hydrocodone|5489
1495474|Acetaminophen|161
1495474|Hydrocodone|5489
1495476|Acetaminophen|161
1495476|Hydrocodone|5489
150750|Atenolol|1202
150840|Estrogens, Conjugated (USP)|4099
150889|ASPARAGINASE|1156
150921|Thiamine|10454
150985|Water|11295
151029|Mometasone|108118
151030|Mometasone|108118
151100|dorzolamide|60207
151124|anastrozole|84857
151226|topiramate|38404
151227|topiramate|38404
151228|topiramate|38404
151229|topiramate|38404
152414|Atenolol|1202
152695|meloxicam|41493
152697|meloxicam|41493
152698|meloxicam|41493
152770|Calcium Carbonate|1897
152770|Cholecalciferol|2418
152854|Itraconazole|28031
152855|topiramate|38404
152880|Toremifene|38409
152915|Riluzole|35623
152923|Simvastatin|36567
152931|Lamivudine|68244
152932|Lamivudine|68244
152941|Stavudine|59763
152942|Stavudine|59763
152943|Stavudine|59763
152944|Stavudine|59763
152952|ropinirole|72302
152953|ropinirole|72302
152954|ropinirole|72302
152955|ropinirole|72302
152970|Ritonavir|85762
152971|Ritonavir|85762
153008|Ibuprofen|5640
153031|hydroquinone|5509
153046|olanzapine|61381
153047|olanzapine|61381
153048|olanzapine|61381
153095|Glucagon|4832
153098|deflazacort|22396
153124|letrozole|72965
153127|Indinavir|114289
153128|Indinavir|114289
153183|adapalene|60223
153323|Interferon beta-1a|75917
153324|Interferon beta-1a|75917
153353|zolmitriptan|135775
153444|Estradiol|4083
153473|Altretamine|5296
1534792|Lidocaine|6387
1534800|albiglutide|1534763
1534805|albiglutide|1534763
1534809|Ethinyl Estradiol|4124
1534809|norelgestromin|326374
1534820|albiglutide|1534763
1534822|albiglutide|1534763
1534835|Acetaminophen|161
1534835|Dextromethorphan|3289
1534835|Doxylamine|3642
1534835|Phenylephrine|8163
1534858|Undecylenate|314881
1535143|Glucose|4850
1535150|Eicosapentaenoate|618597
1535150|Docosaenoic Acid|1291425
1535249|Chlorpheniramine|2400
1535249|Phenylephrine|8163
1535361|Sodium Fluoride|9873
1535362|Sodium Fluoride|9873
1535364|Sodium Fluoride|9873
1535451|Dextroamphetamine|3288
1535454|Dextroamphetamine|3288
1535456|Dextroamphetamine|3288
1535462|ceritinib|1535457
1535468|ceritinib|1535457
1535470|Dextroamphetamine|3288
1535472|Dextroamphetamine|3288
1535609|Acetaminophen|161
1535609|Dextromethorphan|3289
1535609|Diphenhydramine|3498
1535609|Guaifenesin|5032
1535609|Phenylephrine|8163
153579|Progesterone|8727
153580|Progesterone|8727
153591|glimepiride|25789
1535923|Chlorpheniramine|2400
1535923|Dextromethorphan|3289
1535923|Phenylephrine|8163
1535953|Dextromethorphan|3289
1535953|Guaifenesin|5032
1536142|Mometasone|108118
1536144|Mometasone|108118
1536147|Mometasone|108118
1536148|Mometasone|108118
1536151|Dextromethorphan|3289
1536157|Dextromethorphan|3289
153638|quetiapine|51272
153639|quetiapine|51272
153640|quetiapine|51272
1536434|Potassium Chloride|8591
1536467|Aspirin|1191
1536467|Citric Acid|21183
1536467|Sodium Bicarbonate|36676
1536470|Citric Acid|21183
1536470|Sodium Bicarbonate|36676
1536474|Citric Acid|21183
1536474|potassium bicarbonate|34296
1536474|Sodium Bicarbonate|36676
1536477|Acetaminophen|161
1536477|Chlorpheniramine|2400
1536477|Dextromethorphan|3289
1536477|Phenylephrine|8163
1536484|mercaptopurine|103
1536490|mercaptopurine|103
1536498|Aspirin|1191
1536498|Dextromethorphan|3289
1536498|Phenylephrine|8163
1536503|Aspirin|1191
1536503|Dextromethorphan|3289
1536503|Doxylamine|3642
1536503|Phenylephrine|8163
153652|Stavudine|59763
153655|tolcapone|72937
153656|tolcapone|72937
1536586|Ethinyl Estradiol|4124
1536586|norelgestromin|326374
1536601|Silver Nitrate|9789
1536601|potassium nitrate|34316
1536610|Miconazole|6932
153665|irbesartan|83818
153666|irbesartan|83818
153667|irbesartan|83818
1536675|Aspirin|1191
1536675|Citric Acid|21183
1536675|Sodium Bicarbonate|36676
1536680|Aspirin|1191
1536680|Citric Acid|21183
1536680|Sodium Bicarbonate|36676
1536684|Lanolin|6227
1536684|Petrolatum|8091
1536689|Lanolin|6227
1536689|Petrolatum|8091
1536815|Aspirin|1191
1536815|Caffeine|1886
1536833|Aspirin|1191
1536833|Citric Acid|21183
1536833|Sodium Bicarbonate|36676
1536835|Aspirin|1191
1536835|Citric Acid|21183
1536835|Sodium Bicarbonate|36676
1536840|Aspirin|1191
1536840|Chlorpheniramine|2400
1536840|Phenylephrine|8163
1536862|Chlorpheniramine|2400
1536862|Dextromethorphan|3289
1536862|Phenylephrine|8163
1536880|Acetaminophen|161
1536882|Acetaminophen|161
1536882|Phenylephrine|8163
1536924|Acetaminophen|161
1536924|Dextromethorphan|3289
1536924|Phenylephrine|8163
1536931|Acetaminophen|161
1536931|Chlorpheniramine|2400
1536931|Phenylephrine|8163
1536999|Acetaminophen|161
1536999|Dextromethorphan|3289
1536999|Doxylamine|3642
1536999|Phenylephrine|8163
1537029|Aspirin|1191
1537029|Chlorpheniramine|2400
1537029|Dextromethorphan|3289
1537029|Phenylephrine|8163
1537039|vorapaxar|1537034
1537045|vorapaxar|1537034
1537082|potassium bicarbonate|34296
1537086|potassium bicarbonate|34296
1537095|Acetaminophen|161
1537095|Diphenhydramine|3498
1537095|Guaifenesin|5032
1537095|Phenylephrine|8163
1537106|hyaluronate|62372
1537107|hyaluronate|62372
1537116|Acetaminophen|161
1537116|Oxycodone|7804
1537120|Acetaminophen|161
1537120|Oxycodone|7804
1537122|Acetaminophen|161
1537122|Oxycodone|7804
1537209|Ethinyl Estradiol|4124
1537209|Norethindrone|7514
1537233|Ascorbic Acid|1151
1537233|Cholecalciferol|2418
1537233|Vitamin A|11246
1537235|Ascorbic Acid|1151
1537235|Cholecalciferol|2418
1537235|Vitamin A|11246
1537320|Simethicone|9796
153734|tizanidine|57258
153735|tizanidine|57258
1537458|Vitamin K 2|42781
1537767|thyroid (USP)|10572
1537769|thyroid (USP)|10572
1537772|Guaifenesin|5032
1537772|Pseudoephedrine|8896
1537803|thyroid (USP)|10572
1537805|thyroid (USP)|10572
1537807|thyroid (USP)|10572
1537809|thyroid (USP)|10572
1537811|thyroid (USP)|10572
1537813|thyroid (USP)|10572
1537826|thyroid (USP)|10572
1537829|thyroid (USP)|10572
1537911|dimethicone|324072
1538130|Ethinyl Estradiol|4124
1538130|Levonorgestrel|6373
1538137|vedolizumab|1538097
1538142|vedolizumab|1538097
153822|candesartan|214354
153823|candesartan|214354
1538272|ubidecarenone|21406
153842|glimepiride|25789
153843|glimepiride|25789
153845|glimepiride|25789
1538456|Acetaminophen|161
1538456|Pyrilamine|9009
1538595|Calcium Carbonate|1897
153880|deflazacort|22396
153892|montelukast|88249
153893|montelukast|88249
1539185|Phenylephrine|8163
1539185|dexbrompheniramine|22696
1539189|Phenylephrine|8163
1539189|dexbrompheniramine|22696
1539190|Estradiol|4083
1539190|Norethindrone|7514
1539198|Hydrocortisone|5492
1539198|pramoxine|34347
1539243|dalbavancin|1539239
1539248|dalbavancin|1539239
1539251|umeclidinium|1487514
1539259|Vitamin E|11256
1539259|ubidecarenone|21406
1539265|Vitamin E|11256
1539265|ubidecarenone|21406
1539267|Inositol|5833
1539267|Niacin|7393
1539352|Benzoyl Peroxide|1418
1539373|Omega-3 Acid Ethyl Esters (USP)|484348
1539544|Acetaminophen|161
1539634|Xylitol|11377
1539691|Omega-3 Acid Ethyl Esters (USP)|484348
1539757|efinaconazole|1539753
1539762|efinaconazole|1539753
1539800|Isopropyl Alcohol|797541
1539820|mecobalamin|29421
1539885|umeclidinium|1487514
1539891|fluticasone|41126
1539891|vilanterol|1424884
1539893|fluticasone|41126
1539893|vilanterol|1424884
1539953|Norethindrone|7514
1539955|Norethindrone|7514
1540230|Phenylephrine|8163
1540230|Ketorolac|35827
1540235|Phenylephrine|8163
1540235|Ketorolac|35827
1540241|Benzoyl Peroxide|1418
1540241|Clindamycin|2582
1540246|Benzoyl Peroxide|1418
1540246|Clindamycin|2582
1540356|Hydrocortisone|5492
1540361|hypromellose|27334
1540663|Allantoin|508
1540663|Lidocaine|6387
1540663|Petrolatum|8091
1540669|Allantoin|508
1540669|Lidocaine|6387
1540669|Petrolatum|8091
1540845|Ferrous fumarate|24941
1540847|Ferrous fumarate|24941
1540862|tedizolid|1540825
1540868|tedizolid|1540825
1540886|tedizolid|1540825
1540890|tedizolid|1540825
1541083|Capsaicin|1992
1541083|Menthol|6750
1541083|methyl salicylate|29787
1541099|Clobetasol|2590
1541222|Methotrexate|6851
1541224|Methotrexate|6851
1541594|Potassium Chloride|8591
1541609|Dextroamphetamine|3288
1541630|Brompheniramine|1767
1541630|Codeine|2670
1541630|Phenylephrine|8163
1541781|Capsaicin|1992
1541890|sunitinib|357977
1541928|sunitinib|357977
1541933|Sulfur|10223
1542377|Sulfacetamide|10169
1542380|Sulfacetamide|10169
1542385|Phenylephrine|8163
1542390|Buprenorphine|1819
1542390|Naloxone|7242
1542396|Buprenorphine|1819
1542396|Naloxone|7242
1542452|Dextromethorphan|3289
1542452|Guaifenesin|5032
1542803|Benzocaine|1399
1542804|Hydrocortisone|5492
1542804|Neomycin|7299
1542804|Polymyxin B|8536
1542806|Hydrocortisone|5492
1542806|Neomycin|7299
1542806|Polymyxin B|8536
1542813|Tetracycline|10395
1542919|Sodium Chloride|9863
1542919|Sodium Bicarbonate|36676
1542981|Acetaminophen|161
1542981|Hydrocodone|5489
1542988|Hydrocodone|5489
1542988|Ibuprofen|5640
1542994|Neomycin|7299
1542994|fluocinolone|25126
1542997|Buprenorphine|1819
1542999|Buprenorphine|1819
1543004|Amylases|743
1543004|Lipase|6406
1543004|Endopeptidases|8031
1543006|Amylases|743
1543006|Lipase|6406
1543006|Endopeptidases|8031
1543069|Lidocaine|6387
1543158|Tetracaine|10391
1543162|Tetracaine|10391
1543177|tavaborole|1543173
1543182|tavaborole|1543173
1543202|insulin, regular, human|253182
1543207|insulin, regular, human|253182
1543308|Sulfacetamide|10169
1543308|Sulfur|10223
1543313|Clotrimazole|2623
1543390|Benzoyl Peroxide|1418
1543547|belinostat|1543543
1543552|belinostat|1543543
1543553|Ethinyl Estradiol|4124
1543553|drospirenone|11636
1543704|Zinc Oxide|11423
1543704|dimethicone|324072
1543709|Zinc Oxide|11423
1543709|dimethicone|324072
1543711|Mineral Oil|6972
1543711|Petrolatum|8091
1543712|Lidocaine|6387
1543717|Lidocaine|6387
1543729|Amylases|743
1543729|Lipase|6406
1543729|Endopeptidases|8031
1543729|Bacillus coagulans|1310844
1543735|Levonorgestrel|6373
1543953|Doxycycline|3640
1543955|Doxycycline|3640
1544175|Acetaminophen|161
1544175|Dextromethorphan|3289
1544175|Doxylamine|3642
1544175|Guaifenesin|5032
1544175|Phenylephrine|8163
1544378|Methotrexate|6851
1544383|Methotrexate|6851
1544385|Methotrexate|6851
1544386|Methotrexate|6851
1544387|Methotrexate|6851
1544388|Methotrexate|6851
1544389|Methotrexate|6851
1544390|Methotrexate|6851
1544394|Methotrexate|6851
1544395|Methotrexate|6851
1544396|Methotrexate|6851
1544397|Methotrexate|6851
1544398|Methotrexate|6851
1544399|Methotrexate|6851
1544400|Methotrexate|6851
1544401|Methotrexate|6851
1544402|Methotrexate|6851
1544403|Methotrexate|6851
1544404|Methotrexate|6851
1544465|idelalisib|1544460
1544471|idelalisib|1544460
1544473|idelalisib|1544460
1544475|idelalisib|1544460
1544488|insulin, regular, human|253182
1544490|insulin, regular, human|253182
1544568|insulin, regular, human|253182
1544569|insulin, regular, human|253182
1544570|insulin, regular, human|253182
1544571|insulin, regular, human|253182
1544708|Urea|11002
1544717|pramoxine|34347
1544717|Calamine|106212
1544719|Urea|11002
1544753|Dantrolene|3105
1544758|Dantrolene|3105
1544851|Buprenorphine|1819
1544851|Naloxone|7242
1544853|Buprenorphine|1819
1544853|Naloxone|7242
1544854|Buprenorphine|1819
1544854|Naloxone|7242
1544856|Buprenorphine|1819
1544856|Naloxone|7242
1544863|Witch Hazel|89821
1544865|Witch Hazel|89821
1544873|Dextromethorphan|3289
1544873|Phenylephrine|8163
1544916|exenatide|60548
1544918|exenatide|60548
1544968|Mineral Oil|6972
1544968|Petrolatum|8091
1544968|Phenylephrine|8163
1544968|Shark liver oil|91472
1544971|Phenylephrine|8163
1544971|Shark liver oil|91472
1545048|ferric sulfate|24913
1545150|Metformin|6809
1545150|canagliflozin|1373458
1545156|Metformin|6809
1545156|canagliflozin|1373458
1545157|Metformin|6809
1545157|canagliflozin|1373458
1545159|Metformin|6809
1545159|canagliflozin|1373458
1545161|Metformin|6809
1545161|canagliflozin|1373458
1545163|Metformin|6809
1545163|canagliflozin|1373458
1545164|Metformin|6809
1545164|canagliflozin|1373458
1545166|Metformin|6809
1545166|canagliflozin|1373458
1545172|Hydrocortisone|5492
1545174|Hydrocortisone|5492
1545306|dexbrompheniramine|22696
1545309|dexbrompheniramine|22696
1545658|empagliflozin|1545653
1545664|empagliflozin|1545653
1545666|empagliflozin|1545653
1545668|empagliflozin|1545653
1545688|Benzalkonium|1378
1545688|Lidocaine|6387
1545716|Benzethonium|1390
1545716|Lidocaine|6387
1545776|Lomustine|6466
1545778|Lomustine|6466
1545780|Lomustine|6466
1545786|Dextromethorphan|3289
1545786|Guaifenesin|5032
1545794|Carbon Dioxide|2034
1545794|Oxygen|7806
1545903|Naloxone|7242
1545903|Oxycodone|7804
1545907|Naloxone|7242
1545907|Oxycodone|7804
1546077|olodaterol|1546059
1546079|olodaterol|1546059
1546082|olodaterol|1546059
1546083|olodaterol|1546059
1546172|peginterferon beta-1a|1546168
1546177|peginterferon beta-1a|1546168
1546181|peginterferon beta-1a|1546168
1546183|peginterferon beta-1a|1546168
1546187|peginterferon beta-1a|1546168
1546189|peginterferon beta-1a|1546168
1546197|peginterferon beta-1a|1546168
1546198|peginterferon beta-1a|1546168
1546212|Povidone-Iodine|8611
1546240|Sodium Fluoride|9873
1546700|Acetaminophen|161
1546700|dexbrompheniramine|22696
1546702|Acetaminophen|161
1546702|dexbrompheniramine|22696
1546881|Acetaminophen|161
1546881|Dextromethorphan|3289
1546881|Doxylamine|3642
1546881|Phenylephrine|8163
1546888|Lamivudine|68244
1546888|abacavir|190521
1546888|dolutegravir|1433868
1546894|Lamivudine|68244
1546894|abacavir|190521
1546894|dolutegravir|1433868
1547104|suvorexant|1547099
1547110|suvorexant|1547099
1547112|suvorexant|1547099
1547114|suvorexant|1547099
1547116|suvorexant|1547099
1547118|suvorexant|1547099
